lat,lon,moh,road_m,road_to_SE,in_innlandet,kommune,vercel_verdict,utelukket_cls,in_fellesskap891,treslag_score,in_storvilt,vern_jakt,wind_ms_2309_1749,drive_h_oslo,NOZ56U_min_km,NOZ56U_max_elev_deg,NOZ9EG_min_km,NOZ9EG_max_elev_deg,in_norway,windy_cloud
59.79,8.72,893.0,611.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.72,169.2,1.03,206.1,1.01,True,False
59.79,8.73,892.0,438.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.72,168.75,1.04,205.79,1.02,True,False
59.79,8.74,801.0,3.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.72,168.3,1.08,205.47,1.05,True,False
59.79,8.76,808.0,9.0,1.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,167.41,1.09,204.84,1.05,True,False
59.79,8.77,883.0,36.0,1.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,166.96,1.07,204.53,1.04,True,False
59.79,8.8,889.0,807.0,0.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,165.63,1.09,203.6,1.05,True,False
59.79,8.81,901.0,675.0,1.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,165.19,1.09,203.29,1.05,True,False
59.79,8.82,909.0,546.0,1.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,164.74,1.1,202.99,1.05,True,False
59.79,8.87,907.0,883.0,0.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,162.54,1.13,201.46,1.07,True,False
59.795,8.61,908.0,890.0,1.0,False,Hjartdal,usikkert,R,False,,False,tillatt,2.8,2.91,173.84,0.96,209.19,0.97,True,False
59.795,8.62,889.0,666.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,173.39,0.98,208.87,0.98,True,False
59.795,8.72,911.0,763.0,0.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.72,168.87,1.03,205.64,1.01,True,False
59.795,8.75,848.0,10.0,1.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,167.52,1.07,204.7,1.04,True,False
59.795,8.85,898.0,277.0,1.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,163.08,1.12,201.6,1.07,True,False
59.795,8.94,816.0,898.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,159.14,1.21,198.91,1.13,True,False
59.8,8.6,862.0,693.0,0.0,False,Hjartdal,usikkert,R,False,,False,tillatt,4.0,2.91,173.98,0.98,209.07,0.98,True,False
59.8,8.61,823.0,435.0,0.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,173.52,1.0,208.74,1.0,True,False
59.8,8.84,910.0,586.0,0.0,False,Hjartdal,usikkert,open,False,,False,none,2.8,2.72,163.18,1.12,201.44,1.07,True,False
59.8,8.9,904.0,747.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,160.54,1.16,199.62,1.1,True,False
59.8,8.91,903.0,420.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,160.1,1.17,199.33,1.1,True,False
59.8,8.94,808.0,342.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,158.79,1.22,198.43,1.14,True,False
59.8,8.95,877.0,651.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,158.35,1.21,198.14,1.12,True,False
59.805,8.59,879.0,499.0,0.0,False,Hjartdal,usikkert,R,False,,False,tillatt,4.0,2.91,174.11,0.97,208.95,0.98,True,False
59.805,8.92,874.0,73.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,159.31,1.19,198.56,1.12,True,False
59.805,8.93,834.0,1.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,158.88,1.21,198.26,1.14,True,False
59.805,8.95,797.0,595.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,158.0,1.24,197.67,1.15,True,False
59.81,8.59,798.0,138.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,4.0,2.91,173.8,1.0,208.5,1.01,True,False
59.81,8.63,895.0,218.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,171.96,1.0,207.18,1.0,True,False
59.81,8.67,884.0,76.0,1.0,False,Hjartdal,usikkert,R,False,,False,tillatt,2.8,2.91,170.14,1.03,205.88,1.02,True,False
59.815,8.58,907.0,402.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,4.0,2.91,173.94,0.96,208.39,0.98,True,False
59.815,8.61,844.0,70.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,172.56,1.0,207.39,1.01,True,False
59.815,8.62,831.0,1.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,172.1,1.02,207.06,1.02,True,False
59.815,9.14,908.0,612.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,149.14,1.35,191.29,1.21,True,False
59.82,8.59,837.0,43.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,4.0,2.91,173.16,1.0,207.61,1.01,True,False
59.82,8.6,887.0,265.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,4.0,2.91,172.7,0.99,207.28,1.0,True,False
59.82,8.62,876.0,166.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,171.78,1.01,206.61,1.01,True,False
59.82,8.66,897.0,563.0,1.0,False,Hjartdal,usikkert,R,False,,False,tillatt,2.8,2.91,169.95,1.02,205.3,1.02,True,False
59.82,9.14,823.0,228.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,148.77,1.39,190.8,1.25,True,False
59.825,8.61,847.0,490.0,1.0,False,Hjartdal,usikkert,R,False,,False,none,2.8,2.91,171.93,1.01,206.5,1.02,True,False
59.825,9.14,851.0,74.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,148.41,1.38,190.32,1.25,True,False
59.83,8.9,907.0,724.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,158.48,1.2,196.82,1.14,True,False
59.83,8.91,811.0,252.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.31,158.04,1.24,196.51,1.17,True,False
59.83,9.14,833.0,105.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,148.05,1.4,189.84,1.26,True,False
59.835,8.85,905.0,392.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,160.38,1.17,197.88,1.12,True,False
59.835,8.86,900.0,49.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,159.93,1.18,197.58,1.13,True,False
59.835,8.87,890.0,430.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,159.48,1.19,197.27,1.14,True,False
59.835,8.89,856.0,250.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,158.59,1.21,196.65,1.15,True,False
59.835,8.9,805.0,238.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,158.15,1.24,196.35,1.17,True,False
59.835,9.14,817.0,184.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,147.69,1.41,189.35,1.27,True,False
59.84,8.86,904.0,324.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,159.6,1.18,197.11,1.13,True,False
59.84,8.87,874.0,87.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,159.15,1.2,196.8,1.15,True,False
59.84,8.88,869.0,458.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,158.7,1.21,196.5,1.15,True,False
59.84,8.89,823.0,10.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,158.26,1.23,196.19,1.17,True,False
59.84,9.14,811.0,40.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,147.33,1.42,188.87,1.28,True,False
59.845,8.86,892.0,116.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,159.26,1.19,196.65,1.14,True,False
59.845,8.88,859.0,63.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,158.37,1.22,196.03,1.16,True,False
59.845,8.89,796.0,299.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,2.72,157.92,1.24,195.72,1.18,True,False
59.845,9.14,818.0,40.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.08,146.97,1.42,188.39,1.29,True,False
59.85,8.86,909.0,256.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,158.93,1.19,196.19,1.15,True,False
59.85,8.87,858.0,436.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,158.48,1.21,195.88,1.17,True,False
59.85,8.88,817.0,92.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,158.04,1.24,195.57,1.18,True,False
59.855,8.86,900.0,812.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,158.6,1.2,195.72,1.16,True,False
59.855,8.87,850.0,843.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,158.15,1.22,195.41,1.17,True,False
59.855,8.88,843.0,556.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,157.7,1.23,195.1,1.18,True,False
59.855,8.89,823.0,455.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,157.26,1.25,194.8,1.19,True,False
59.855,8.9,801.0,239.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,156.81,1.26,194.49,1.2,True,False
59.855,9.23,804.0,883.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,142.42,1.51,184.95,1.34,True,False
59.855,9.25,822.0,807.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,141.58,1.52,184.41,1.35,True,False
59.86,8.89,846.0,869.0,1.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,156.93,1.24,194.33,1.19,True,False
59.86,8.9,796.0,775.0,0.0,False,Notodden,usikkert,open,False,,False,none,2.8,3.19,156.48,1.27,194.02,1.21,True,False
59.86,9.22,861.0,559.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,142.48,1.49,184.73,1.33,True,False
59.86,9.23,794.0,333.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,142.06,1.52,184.46,1.35,True,False
59.86,9.24,800.0,539.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,141.63,1.53,184.19,1.36,True,False
59.86,9.25,805.0,275.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,141.21,1.53,183.92,1.36,True,False
59.865,9.22,882.0,511.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,142.12,1.49,184.25,1.33,True,False
59.865,9.23,791.0,64.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,141.7,1.53,183.98,1.36,True,False
59.87,9.22,854.0,608.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,141.76,1.5,183.76,1.35,True,False
59.87,9.23,797.0,140.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,141.34,1.53,183.49,1.37,True,False
59.875,9.23,828.0,677.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,140.98,1.53,183.01,1.37,True,False
59.88,9.23,840.0,774.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,140.62,1.53,182.52,1.37,True,False
59.885,8.72,890.0,147.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.8,3.19,163.09,1.13,197.48,1.14,True,False
59.885,9.23,879.0,764.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,140.26,1.52,182.04,1.37,True,False
59.89,9.24,877.0,427.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,139.48,1.54,181.28,1.38,True,False
59.89,9.26,792.0,444.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,138.62,1.59,180.73,1.42,True,False
59.89,9.27,792.0,810.0,1.0,False,Flesberg,lite sannsynlig,open,False,,False,tillatt,2.9,2.29,138.2,1.6,180.46,1.42,True,False
59.895,9.24,877.0,460.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,2.9,2.29,139.12,1.55,180.79,1.39,True,False
59.895,9.25,792.0,5.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,2.9,2.29,138.69,1.59,180.52,1.42,True,False
59.895,9.27,829.0,814.0,0.0,False,Flesberg,lite sannsynlig,open,False,,False,none,2.9,2.29,137.84,1.59,179.98,1.42,True,False
59.9,8.81,907.0,813.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.8,3.19,158.0,1.21,193.19,1.19,True,False
59.9,9.15,814.0,848.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.9,2.29,142.68,1.51,182.83,1.38,True,False
59.9,9.24,861.0,705.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,2.9,2.29,138.77,1.56,180.31,1.4,True,False
59.9,9.25,808.0,511.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,2.9,2.29,138.34,1.59,180.03,1.42,True,False
59.9,9.26,834.0,601.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,2.9,2.29,137.91,1.59,179.76,1.42,True,False
59.905,8.79,906.0,817.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.19,158.61,1.2,193.39,1.19,True,False
59.905,8.8,843.0,364.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.19,158.15,1.23,193.06,1.21,True,False
59.905,8.81,859.0,296.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.19,157.69,1.23,192.74,1.21,True,False
59.915,8.7,911.0,68.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,4.71,162.2,1.14,195.47,1.16,True,False
59.915,9.12,826.0,360.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,142.99,1.5,182.27,1.38,True,False
59.92,9.12,854.0,894.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,142.65,1.49,181.79,1.38,True,False
59.93,8.66,907.0,317.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,4.71,163.2,1.13,195.49,1.16,True,False
59.93,8.67,875.0,213.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,4.71,162.73,1.15,195.15,1.18,True,False
59.93,8.99,803.0,307.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,147.85,1.42,184.76,1.35,True,False
59.93,9.11,790.0,533.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,142.43,1.52,181.14,1.41,True,False
59.93,9.12,865.0,459.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.98,1.5,180.85,1.39,True,False
59.93,9.13,829.0,845.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.54,1.53,180.56,1.41,True,False
59.935,8.64,849.0,316.0,1.0,False,Tinn,usikkert,R,False,,False,none,2.6,4.71,163.86,1.14,195.74,1.18,True,False
59.935,8.65,808.0,109.0,1.0,False,Tinn,usikkert,R,False,,False,none,2.6,4.71,163.38,1.16,195.4,1.19,True,False
59.935,8.66,795.0,10.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,4.71,162.91,1.17,195.06,1.2,True,False
59.935,8.94,803.0,657.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,149.82,1.39,185.85,1.33,True,False
59.935,8.95,822.0,608.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,149.36,1.39,185.54,1.33,True,False
59.935,8.98,792.0,158.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,147.98,1.42,184.61,1.36,True,False
59.935,9.07,818.0,548.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.35,143.9,1.49,181.86,1.39,True,False
59.935,9.12,854.0,242.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.65,1.51,180.38,1.41,True,False
59.935,9.13,854.0,749.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.2,1.52,180.08,1.41,True,False
59.94,8.76,798.0,86.0,1.0,False,Tinn,usikkert,open,False,,True,tillatt,2.6,3.19,157.89,1.25,191.23,1.26,True,False
59.94,8.77,854.0,53.0,1.0,False,Tinn,usikkert,open,False,,True,none,2.6,3.19,157.42,1.24,190.9,1.25,True,False
59.94,8.78,860.0,224.0,1.0,False,Tinn,usikkert,open,False,,True,none,2.6,3.19,156.95,1.25,190.57,1.25,True,False
59.94,8.94,866.0,528.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,149.5,1.37,185.4,1.32,True,False
59.94,8.96,862.0,151.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,148.58,1.39,184.77,1.33,True,False
59.94,8.97,845.0,381.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,148.12,1.4,184.46,1.34,True,False
59.94,8.98,821.0,456.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,147.67,1.42,184.14,1.36,True,False
59.94,9.1,795.0,230.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.35,142.22,1.53,180.5,1.42,True,False
59.94,9.11,863.0,287.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.77,1.51,180.2,1.41,True,False
59.94,9.12,870.0,509.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.32,1.51,179.9,1.41,True,False
59.94,9.13,875.0,487.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,140.87,1.52,179.61,1.41,True,False
59.94,9.2,794.0,232.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.29,137.75,1.61,177.58,1.47,True,False
59.94,9.21,893.0,763.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.29,137.31,1.58,177.3,1.44,True,False
59.945,8.79,885.0,169.0,1.0,False,Tinn,usikkert,open,False,,True,none,2.6,3.19,156.18,1.25,189.79,1.25,True,False
59.945,8.94,890.0,463.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,149.19,1.37,184.94,1.32,True,False
59.945,8.95,872.0,298.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,148.73,1.38,184.62,1.33,True,False
59.945,8.96,849.0,7.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,148.27,1.4,184.31,1.35,True,False
59.945,8.97,883.0,453.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,147.81,1.39,183.99,1.34,True,False
59.945,8.98,848.0,357.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.35,147.35,1.41,183.68,1.36,True,False
59.945,9.05,853.0,578.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.35,144.15,1.47,181.53,1.39,True,False
59.945,9.08,819.0,721.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.35,142.79,1.51,180.62,1.41,True,False
59.945,9.09,797.0,550.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.35,142.34,1.52,180.32,1.42,True,False
59.945,9.1,868.0,685.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.35,141.89,1.51,180.03,1.41,True,False
59.945,9.11,910.0,840.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,141.44,1.5,179.73,1.4,True,False
59.945,9.12,885.0,835.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,140.99,1.52,179.43,1.41,True,False
59.945,9.13,910.0,297.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.29,140.54,1.51,179.14,1.41,True,False
59.945,9.19,795.0,44.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.29,137.86,1.61,177.39,1.47,True,False
59.945,9.2,846.0,470.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.29,137.42,1.6,177.1,1.46,True,False
59.945,9.25,796.0,650.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.29,135.21,1.66,175.69,1.5,True,False
59.945,9.26,796.0,323.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.29,134.77,1.67,175.41,1.51,True,False
59.95,8.98,853.0,138.0,1.0,False,Tinn,usikkert,open,False,,False,none,2.6,2.7,147.04,1.42,183.22,1.36,True,False
59.95,9.01,801.0,96.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,145.66,1.46,182.29,1.39,True,False
59.95,9.03,871.0,411.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.74,1.45,181.67,1.38,True,False
59.95,9.04,818.0,8.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.29,1.48,181.37,1.4,True,False
59.95,9.18,870.0,460.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,137.97,1.58,177.2,1.45,True,False
59.95,9.19,884.0,390.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,137.53,1.58,176.92,1.45,True,False
59.955,8.78,876.0,883.0,0.0,False,Tinn,usikkert,open,False,,True,tillatt,2.6,3.27,156.05,1.26,189.23,1.27,True,False
59.955,8.79,843.0,473.0,1.0,False,Tinn,usikkert,open,False,,True,none,2.6,3.27,155.58,1.28,188.9,1.28,True,False
59.955,8.98,823.0,619.0,1.0,False,Tinn,usikkert,open,False,,False,tillatt,2.6,2.7,146.72,1.44,182.76,1.38,True,False
59.955,9.01,809.0,13.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,145.34,1.47,181.83,1.4,True,False
59.955,9.02,836.0,246.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.89,1.46,181.52,1.39,True,False
59.955,9.04,852.0,40.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,143.97,1.47,180.9,1.4,True,False
59.955,9.07,798.0,880.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,142.6,1.52,179.99,1.43,True,False
59.955,9.16,808.0,162.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,138.54,1.59,177.31,1.47,True,False
59.955,9.17,848.0,528.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,138.09,1.59,177.02,1.46,True,False
59.955,9.18,867.0,842.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,137.64,1.59,176.73,1.46,True,False
59.96,8.62,878.0,378.0,1.0,False,Tinn,usikkert,R,False,,False,none,2.6,3.0,163.39,1.14,194.26,1.19,True,False
59.96,8.63,847.0,316.0,1.0,False,Tinn,usikkert,R,False,,False,none,2.6,3.0,162.91,1.16,193.91,1.21,True,False
59.96,8.77,799.0,677.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.27,156.23,1.28,189.12,1.29,True,False
59.96,9.01,822.0,273.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,145.03,1.47,181.37,1.4,True,False
59.96,9.02,894.0,232.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.57,1.45,181.06,1.38,True,False
59.96,9.04,863.0,586.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,143.65,1.48,180.44,1.4,True,False
59.96,9.07,808.0,369.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,142.28,1.52,179.52,1.43,True,False
59.96,9.08,853.0,399.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,141.83,1.51,179.22,1.43,True,False
59.96,9.09,877.0,525.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.7,141.37,1.51,178.92,1.42,True,False
59.96,9.13,896.0,281.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,139.56,1.54,177.72,1.44,True,False
59.96,9.15,835.0,636.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,138.66,1.58,177.13,1.47,True,False
59.96,9.16,870.0,712.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,138.21,1.58,176.84,1.46,True,False
59.965,8.68,811.0,462.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.0,160.23,1.21,191.74,1.25,True,False
59.965,8.69,871.0,813.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.0,159.75,1.2,191.4,1.24,True,False
59.965,8.7,897.0,693.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.0,159.27,1.2,191.05,1.23,True,False
59.965,8.71,883.0,804.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.27,158.8,1.21,190.71,1.24,True,False
59.965,8.74,807.0,899.0,0.0,False,Tinn,usikkert,open,False,,False,none,2.6,3.27,157.37,1.26,189.69,1.28,True,False
59.965,8.97,826.0,321.0,1.0,False,Tinn,usikkert,open,False,,False,tillatt,2.6,2.7,146.56,1.44,182.16,1.39,True,False
59.965,8.98,793.0,62.0,1.0,False,Tinn,usikkert,open,False,,False,tillatt,2.6,2.7,146.1,1.46,181.84,1.4,True,False
59.965,9.01,837.0,348.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.72,1.47,180.9,1.4,True,False
59.965,9.02,890.0,190.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.26,1.46,180.59,1.39,True,False
59.965,9.07,832.0,195.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,141.96,1.52,179.06,1.44,True,False
59.965,9.08,863.0,106.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.7,141.51,1.52,178.75,1.43,True,False
59.965,9.09,877.0,383.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.7,141.05,1.52,178.45,1.43,True,False
59.965,9.12,901.0,613.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,139.69,1.54,177.55,1.44,True,False
59.965,9.13,818.0,76.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,139.23,1.58,177.25,1.47,True,False
59.965,9.14,817.0,420.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,138.78,1.59,176.96,1.47,True,False
59.965,9.15,854.0,674.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,138.33,1.58,176.66,1.47,True,False
59.965,9.16,892.0,867.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,137.88,1.57,176.37,1.46,True,False
59.965,9.21,910.0,883.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.79,135.64,1.61,174.91,1.48,True,False
59.97,8.97,795.0,119.0,1.0,False,Tinn,usikkert,open,False,,False,tillatt,2.6,2.7,146.26,1.46,181.7,1.4,True,False
59.97,9.01,837.0,668.0,1.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,144.4,1.47,180.44,1.41,True,False
59.97,9.02,894.0,602.0,0.0,False,Tinn,usikkert,open,False,,False,none,3.4,2.7,143.94,1.46,180.13,1.4,True,False
59.97,9.07,839.0,24.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.7,141.65,1.52,178.59,1.44,True,False
59.97,9.08,855.0,4.0,1.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.7,141.19,1.53,178.29,1.44,True,False
59.97,9.1,898.0,887.0,0.0,False,Rollag,lite sannsynlig,open,False,,False,none,3.4,2.7,140.28,1.53,177.68,1.44,True,False
